"id","banque_id","commentaire","note","date_review","sentiment","langue","topic"
"597","ChIJr9DzKdZaoA0RKzQNfzM62Q4","Social networking on Forex and stock trading","5.0","2023-02-23 12:47:45","Neutral","en","Topic 3"
"598","ChIJr9DzKdZaoA0RKzQNfzM62Q4","Good customer services........","4.0","2019-10-23 21:52:40","Positive","en","Topic 0"
"599","ChIJr9DzKdZaoA0RKzQNfzM62Q4","","5.0","2023-02-17 21:56:37","Neutral","ht","Topic 0"
"600","ChIJr9DzKdZaoA0RKzQNfzM62Q4","","5.0","2023-01-12 14:58:59","Neutral","ht","Topic 0"
"601","ChIJr9DzKdZaoA0RKzQNfzM62Q4","","5.0","2021-11-16 20:49:57","Neutral","ht","Topic 0"
"602","ChIJb_uFFtBaoA0RrP42ESy_n80","Hello, I am very disappointed with the efficiency of the bank in resolving a trivial problem.
I changed my telephone details
And for access to my personal space it is impossible I noticed the agency he told me to resolve this problem it is only by telephone I contacted their customer service the advisor told me they can only send the password by telephone but the problem I changed my telephone number in the meantime he asked me that I contact my agency I met the agency it is impossible to reach them by telephone
And there I have an important transaction to make but their service is keeping me in circles","1.0","2021-11-01 15:24:23","Negative","unknown","Topic 1"
"603","ChIJ73R8zEVFoA0R4EGaOQf0pjU","Not accessible for people in wheelchairs","3.0","2019-03-08 16:22:49","Neutral","en","Topic 2"
"604","ChIJ73R8zEVFoA0R4EGaOQf0pjU","","5.0","2020-04-22 12:57:28","Neutral","ht","Topic 0"
"605","ChIJ0Y7zQ6NaoA0RjruBftR_JVw","Breaks down often","3.0","2017-11-16 14:37:46","Neutral","en","Topic 0"
"606","ChIJ0Y7zQ6NaoA0RjruBftR_JVw","","4.0","2020-11-13 11:42:30","Neutral","ht","Topic 0"
"607","ChIJwYIJIVtFoA0RkoJlvAr4Beo","A very nice experience with the agency, particularly its director. A person who listens very attentively to customer requests. A quality professional. Thanks to Mr. Benhaddi and the whole team.","5.0","2024-09-19 10:47:44","Positive","en","Topic 1"
"608","ChIJwYIJIVtFoA0RkoJlvAr4Beo","","1.0","2018-06-05 20:53:40","Neutral","ht","Topic 0"
"609","ChIJwffL-kVFoA0R9L5kHheONqs","Helpful especially Mr Belhamzi","5.0","2019-10-29 20:40:34","Positive","en","Topic 1"
"610","ChIJwffL-kVFoA0R9L5kHheONqs","","3.0","2023-08-01 22:29:04","Neutral","ht","Topic 0"
"611","ChIJwffL-kVFoA0R9L5kHheONqs","","5.0","2020-04-08 16:06:37","Neutral","ht","Topic 0"
"612","ChIJwffL-kVFoA0R9L5kHheONqs","","1.0","2018-08-20 10:00:34","Neutral","ht","Topic 0"
"613","ChIJAdt74rzSpw0Rhy2xpxeEu88","The worst service provider ever. I have no idea why they still operate and Barid Almaghrib allow them to keep practicing their unethical business practices. If you have a loan and you missed the payments by couple of months, you'll be ripped off without mercy.

I totally discourage opening a bank account with SGMA across Morocco.","1.0","2024-02-01 14:55:34","Negative","unknown","Topic 3"
"614","ChIJAdt74rzSpw0Rhy2xpxeEu88","Such a bad experience no service client no nothing even calls won't answer them
(Dar bouaaza agency ) the manger couldn't do anything to help us with our account he keeps playing with us all the time so we changed the bank to another company","1.0","2023-12-25 13:32:17","Negative","unknown","Topic 1"
"615","ChIJAdt74rzSpw0Rhy2xpxeEu88","Horrible experience and non existent customer service","1.0","2021-09-13 14:52:22","Negative","en","Topic 1"
"616","ChIJAdt74rzSpw0Rhy2xpxeEu88","Bad service not recommended","1.0","2019-10-02 18:41:10","Negative","en","Topic 0"
"617","ChIJAdt74rzSpw0Rhy2xpxeEu88","Service zero","1.0","2024-05-15 09:31:46","Neutral","en","Topic 0"
"618","ChIJRzGm9LzSpw0RJKLalkgRi0k","One of the best banks in Morocco","3.0","2018-03-18 22:59:16","Positive","en","Topic 2"
"619","ChIJRzGm9LzSpw0RJKLalkgRi0k","Un service null!!!","1.0","2020-10-07 16:02:38","Neutral","fr","Topic 3"
"620","ChIJRzGm9LzSpw0RJKLalkgRi0k","Near to","4.0","2013-03-14 13:58:36","Neutral","en","Topic 2"
"621","ChIJRzGm9LzSpw0RJKLalkgRi0k","Good morning,
I would like to thank the lady I spoke to on the phone on Friday morning December 31, 2025 that she dealt with me well and resolved the problem I had, I am satisfied.","5.0","2025-02-01 09:31:21","Positive","unknown","Topic 0"
"919","ChIJqU1w29haoA0R-bY656hZXDI","Good services 👌💯","5.0","2022-01-20 08:11:45","Positive","en","Topic 0"
"622","ChIJRzGm9LzSpw0RJKLalkgRi0k","International cooperation is miserable, to put it diplomatically!
Grüezi aus der Schweiz 🇨🇭","1.0","2025-01-09 13:27:03","Negative","unknown","Topic 2"
"623","ChIJI4qYjGt9oA0RDldejASLjLU","Lack of respect for customers. Employees speak bad words to customers. It is not possible to withdraw money after changing the branch from Marrakesh to Sidi Kacem and a ban on withdrawing any amount for 3 months. This means that I cannot take any amount from the bank for 3 months and withhold money for 3 months. It is the worst. Banks dealing in Morocco","1.0","2023-10-13 17:36:35","Negative","en","Topic 1"
"624","ChIJI4qYjGt9oA0RDldejASLjLU","Various banking services","4.0","2024-04-08 12:29:47","Neutral","en","Topic 0"
"625","ChIJI4qYjGt9oA0RDldejASLjLU","The bank of tomorrow!","5.0","2018-06-15 18:46:28","Neutral","en","Topic 2"
"626","ChIJI4qYjGt9oA0RDldejASLjLU","","5.0","2018-07-15 22:41:28","Neutral","ht","Topic 0"
"627","ChIJI4qYjGt9oA0RDldejASLjLU","","5.0","2018-04-08 11:37:02","Neutral","ht","Topic 0"
"628","ChIJCSTLNPa3sw0RllzlVi43Zp0","","5.0","2022-03-15 14:36:43","Neutral","ht","Topic 0"
"629","ChIJrXC9JjiLnw0RlYrU5UYwco8","Very bad service, no respect for customers, the agents always incapable of providing any service and the cause as always is the system and the update even if you apply for a bank card Mr al azami assures you that he will the request but after more than 3 weeks the surprise he forgot to do it so it was the system and its update which forgot. An agency that doesn't even deserve one star","1.0","2021-08-27 17:13:02","Positive","en","Topic 1"
"630","ChIJrXC9JjiLnw0RlYrU5UYwco8","I have been a customer of Société Générale in France for years but in Morocco it is as if I was not a customer. To make a withdrawal they ask for an interbank commission of 30 DH. On the one hand it costs money even though I am already a customer and on the other hand it is much more expensive than other Moroccan banks.","1.0","2019-05-01 16:33:01","Positive","en","Topic 3"
"631","ChIJrXC9JjiLnw0RlYrU5UYwco8","I am a customer and well treated in this establishment","5.0","2022-06-06 17:12:07","Positive","en","Topic 0"
"632","ChIJrXC9JjiLnw0RlYrU5UYwco8","Poor service
Incompetent and disrespectful advisors","1.0","2024-02-07 13:52:56","Negative","unknown","Topic 0"
"633","ChIJrXC9JjiLnw0RlYrU5UYwco8","No one unreachable by phone","1.0","2023-09-20 15:58:50","Negative","en","Topic 2"
"634","ChIJS-achUTurw0R9KI6XfH5iKU","39 MAD fee be careful. Always choose MAD, not your currency!

Don’t forget to put likes and subscribe 😂","3.0","2024-10-07 17:40:01","Negative","unknown","Topic 3"
"635","ChIJS-achUTurw0R9KI6XfH5iKU","You have to pay charges
! HSBC ATM is free of charges","1.0","2024-10-02 10:11:17","Negative","unknown","Topic 1"
"636","ChIJS-achUTurw0R9KI6XfH5iKU","Working with Revolut. 39MAD fee.","4.0","2024-10-12 11:38:15","Neutral","en","Topic 3"
"637","ChIJS-achUTurw0R9KI6XfH5iKU","Very friendly staff and clean environment. We were well looked after and ideal location.","5.0","2019-03-14 18:08:09","Positive","en","Topic 1"
"638","ChIJS-achUTurw0R9KI6XfH5iKU","My card was stolen","1.0","2023-09-07 14:51:52","Negative","en","Topic 0"
"639","ChIJC3vAiynvrw0RfBXhgUYWDDA","Your trusted financial partner. Trusted banking services and a commitment to your financial success.","4.0","2024-04-20 15:08:13","Positive","en","Topic 3"
"640","ChIJt1y5TUCLnw0R-7IdLjsD0SA","","4.0","2020-02-07 19:19:37","Neutral","ht","Topic 0"
"642","ChIJA2yq0ZHurw0RVqiqpj0wKW8","Excellent service at the agency. Had a great experience with the agents. They were very patient and helpful.","5.0","2022-02-25 20:40:29","Positive","en","Topic 1"
"643","ChIJA2yq0ZHurw0RVqiqpj0wKW8","Great agency, the account managers are very kind and so helpful, they did a great job","4.0","2022-02-25 20:42:01","Positive","en","Topic 1"
"644","ChIJA2yq0ZHurw0RVqiqpj0wKW8","Service nul","1.0","2025-01-23 12:44:46","Neutral","ro","Topic 0"
"645","ChIJA2yq0ZHurw0RVqiqpj0wKW8","Worst bank ever, avoid it at all costs","1.0","2023-08-22 14:52:13","Negative","en","Topic 3"
"646","ChIJA2yq0ZHurw0RVqiqpj0wKW8","Absolutely incredible that this agency can be called Société Générale. No response on the phone, no response by email, in agency it's even worse.  Since the departure of the elders, the new guard has been absent. Pull yourself together gentlemen!!","1.0","2020-03-12 11:16:05","Negative","en","Topic 2"
"647","ChIJTxgp9orurw0RCXl8yAW1pzE","Banque coin guéliz","5.0","2016-02-20 12:26:36","Neutral","en","Topic 3"
"648","ChIJTxgp9orurw0RCXl8yAW1pzE","Another cesspool. I sat alone for fifteen minutes! at the bank, until I asked the employee closest to the exit what was happening, he answered me: You speak English, I don’t, wait (they answered in English!!!). I waited another 5 minutes and left. It's at an international bank. The only people who are ashamed of all the chaos in the banks are the security guards; only on their faces can you see the reflection and understanding of the disgustingness of the situation.                Un autre cloaque.  Je me suis assis seul pendant quinze minutes!  dans la banque, jusqu'à ce que je demande à l'employé le plus proche de la sortie ce qui se passait, il me répondit: Tu parles anglais, moi non, attends (réponse en anglais!!!).  J'ai attendu encore 5 minutes et je suis parti.  C'est dans une banque internationale.  Les seules personnes qui ont honte de toute l'anarchie dans les banques sont les gardes, ce n'est que sur leurs visages que vous pouvez voir le reflet et la compréhension de la situation dégoûtante.","1.0","2023-04-25 14:25:07","Negative","fr","Topic 3"
"649","ChIJTxgp9orurw0RCXl8yAW1pzE","I put 1 star because I can't give ZERO! It's a disaster! Service, welcome, catastrophic friendliness, not to mention ZERO professionalism.
Their slogan: come back tomorrow! Leaders should address these issues! Having been close to the SG for over 40 years, I am shocked!!! What do leaders do in their Ivory Tower????? Gentlemen, a piece of land!!!!! It’s urgent!!!","1.0","2022-09-21 10:15:31","Negative","unknown","Topic 2"
"650","ChIJTxgp9orurw0RCXl8yAW1pzE","Dirty amateurism, it's a shame!

For the second time this bank has not made the requested payment orders. In addition, no one answers the phone or emails.
I really regret having opened my private and professional accounts with Société Générale.","1.0","2020-08-03 11:03:42","Negative","unknown","Topic 0"
"651","ChIJTxgp9orurw0RCXl8yAW1pzE","Inadmissible for a bank supposed to be “professional”. If I were from Morocco, I would never in my life put a cent in an account with this bank.
The staff lacks respect and when setting up an appointment with an agent, he tells us after 5 minutes ""well, I don't have that to do, I have a very busy schedule""...
catastrophic experience, here in Morocco, when there is a money problem, it is always the fault of the other. I will never set foot again","1.0","2020-02-07 17:38:44","Negative","unknown","Topic 3"
"652","ChIJz8xDa9dEoA0REy94tunG9m0","Poor costumer service very rude employees ill be closing my account today!","1.0","2025-02-27 13:26:08","Negative","en","Topic 3"
"653","ChIJz8xDa9dEoA0REy94tunG9m0","Clean and located in great place, the workers dont deal so well, so this is it","3.0","2021-03-05 12:03:36","Positive","en","Topic 1"
"654","ChIJz8xDa9dEoA0REy94tunG9m0","No one sucked... to get the code for the application took me around the world until I called back to the headquarters in Casablanca. It cost me 80 euros per call and despite that nothing is not done!! Then I moved to Morocco in Meknes I asked them for the code and they told me you received it 🤦 even though I received nothing!! Blocked no transaction was made on my part from France to buy a property in Morocco because of their service until I broke down and I requested an account closure on the spot he asked me to write a letter I wrote it on the spot after I was received by the manager... she told me your letter is useless! Garbage can !! Ok thank you I would like to know why you asked me to write a letter 30 minutes ago => no response from her..and at the end she tells me the balance before withdrawing it to close except that she has tells me a false figure (100 DH less) and I catch up on the figure. since 2004 I have been with them after 20 years not even a question ""why do you want to close the account"" the customer is shit for them. They made me feel bad","1.0","2024-11-13 23:17:25","Negative","en","Topic 3"
"655","ChIJz8xDa9dEoA0REy94tunG9m0","No one, no one, no one ever meets on phone","1.0","2024-01-17 15:27:21","Negative","en","Topic 2"
"656","ChIJz8xDa9dEoA0REy94tunG9m0","The ATM does not give money and still withdraws from my account.","1.0","2021-10-19 10:05:02","Neutral","en","Topic 1"
"657","ChIJzb7PdmBFoA0RIqvZVJFELF4","","5.0","2023-06-06 17:22:06","Neutral","ht","Topic 0"
"658","ChIJ_xkG2N5EoA0R9iH5gUUfWsY","Gap 24/24","4.0","2017-11-26 19:55:20","Neutral","en","Topic 2"
"659","ChIJ_xkG2N5EoA0R9iH5gUUfWsY","Super","5.0","2023-10-23 15:28:13","Positive","en","Topic 0"
"660","ChIJ_xkG2N5EoA0R9iH5gUUfWsY","Dynamic staff keen to deliver quality service to customers.
I am an MRE and I had to resolve a card issue and it was resolved in 2 days.
Big thanks to Madame Chaoui Zineb (Meknes) who was professional and attentive.
Nadia","5.0","2024-09-10 08:01:15","Positive","unknown","Topic 3"
"661","ChIJ_xkG2N5EoA0R9iH5gUUfWsY","The attitude of the representative responsible for selling products and services does not demonstrate any professionalism. Its lack of friendliness does not make the customer feel welcome. I am disappointed by the quality of service offered by this bank agency.","1.0","2024-04-11 23:59:45","Positive","en","Topic 2"
"662","ChIJ_xkG2N5EoA0R9iH5gUUfWsY","Young, dynamic and professional team, kind and very helpful to encourage","5.0","2022-03-24 10:29:08","Positive","en","Topic 1"
"663","ChIJBdLpQtlEoA0RgNRayIoQnXA","Disappointed with this bank, its manager and their so-called protocol. The exchange machine stole 500 euros from us and only gave us back 500 dirhams. We went to see the manager who told us it's not his responsibility!!! We had to wait for the Casablanca headquarters to give their agreement. It was supposedly 3 days. To date it has been 3 weeks we have not been reimbursed. We were told to leave the Rib from my account in Morocco so that they would pay us our money. However, the manager asked us a few days ago that the best thing is to open an account with them so that they can pay us our money!!! But how can you not get angry with these people!!! Who do they take us for? We are nationals. We love our country. And that's why we come for 3 to 4 weeks of vacation. There is something to disgust you! It is unacceptable to treat us like this. I hope that my message will end up in the hands of higher officials so that our situation can be resolved quickly! We left our Rib on two occasions. THANKS. A word to the wise.","1.0","2024-08-17 21:36:39","Positive","en","Topic 1"
"664","ChIJBdLpQtlEoA0RgNRayIoQnXA","Very good agency they provide good service","4.0","2021-02-22 15:08:06","Positive","en","Topic 0"
"665","ChIJBdLpQtlEoA0RgNRayIoQnXA","No telephone support.","1.0","2020-11-13 14:22:19","Positive","en","Topic 3"
"666","ChIJBdLpQtlEoA0RgNRayIoQnXA","For banking transactions","5.0","2016-12-14 08:54:04","Neutral","en","Topic 3"
"667","ChIJBdLpQtlEoA0RgNRayIoQnXA","","5.0","2022-11-29 13:14:03","Neutral","ht","Topic 0"
"668","ChIJ-yU-BtlEoA0RcBFx1YFy4z4","Worst customer service I have ever experienced
Commercial agent offer no empathy, rude behavior and bad attitudes 👎","1.0","2022-10-04 17:11:01","Negative","unknown","Topic 3"
"669","ChIJ-yU-BtlEoA0RcBFx1YFy4z4","This is a banking establishment to carry out various banking operations","4.0","2023-12-27 20:25:15","Neutral","en","Topic 2"
"670","ChIJ-yU-BtlEoA0RcBFx1YFy4z4","Akbar chafara hya tijari wafa bank. Hdiw rasokom menha. The post will be sent to you","1.0","2022-04-12 18:05:32","Neutral","en","Topic 2"
"671","ChIJ-yU-BtlEoA0RcBFx1YFy4z4","Do not treat it, and I do not recommend it to you","1.0","2023-12-25 14:25:25","Negative","en","Topic 3"
"672","ChIJ-yU-BtlEoA0RcBFx1YFy4z4","Very good agency good service","4.0","2021-02-11 13:27:23","Positive","en","Topic 0"
"673","ChIJk_eXNeJEoA0RcOx2aVDzcxs","Very bad agency

I have just opened an account, the so-called advisor does not ask about my needs or give me time to read at least the main points of the contract, not to mention the fact that she signed me up for a savings plan without even asking me if I need it or not, she decided by herself the monthly amount of my savings of course no answer on the phone they only open when people are working so if you want to go and solve a problem you have to take half a day to go see them","1.0","2025-03-10 12:08:40","Negative","unknown","Topic 2"
"674","ChIJk_eXNeJEoA0RcOx2aVDzcxs","Very bad reception.

Following a setback, I arrived at the agency before closing (closing time announced on Google at 4:00 p.m.) and I still saw the agents inside but the door closed.
I ask the security guard if it is possible to discuss with the staff because it is an emergency... Nothing, nada, walou, the staff didn't even deign to listen to me (wouldn't -just to listen to me), ignoring me to the point of contempt.

In short, more and more disappointed with the bank and their services, which are not worthy of a bank that claims to have a certain standing.","1.0","2024-01-12 16:31:02","Negative","unknown","Topic 0"
"675","ChIJk_eXNeJEoA0RcOx2aVDzcxs","Poor agency, poor management, very poor reception, at 8:25 in the morning you have to wait for the cashier to take service while the one next door plays on his smartphone without interest.","1.0","2024-01-26 08:52:34","Negative","en","Topic 3"
"676","ChIJk_eXNeJEoA0RcOx2aVDzcxs","","1.0","2023-10-30 14:23:54","Neutral","ht","Topic 0"
"677","ChIJk_eXNeJEoA0RcOx2aVDzcxs","","5.0","2020-06-02 10:57:53","Neutral","ht","Topic 0"
"678","ChIJj0PnG9ZaoA0R22D_galosE0","Attijariwafa bank","5.0","2017-05-17 19:04:22","Neutral","en","Topic 2"
"679","ChIJj0PnG9ZaoA0R22D_galosE0","Very dissatisfied during my last visit today I came from abroad I needed to speak to my advisor who refused to open the door for me it was 2:26 p.m. and the closing of Ramadan and at 2:30 p.m. they left me outside like a dog sorry for the terms used but they are new advisors I have never seen her being a good client I think with good transfer from abroad when leaving no one spoke to me I have a few deal to be concluded in the next few years with some of my associates for the purchase/sale of land and transfer of funds from abroad I would change banks because of the way they treated me at the Sekakine agency in Meknes.","1.0","2024-04-03 20:22:34","Positive","en","Topic 2"
"680","ChIJj0PnG9ZaoA0R22D_galosE0","I will visit you soon and there is a problem haha","5.0","2024-02-28 15:16:08","Neutral","en","Topic 3"
"681","ChIJj0PnG9ZaoA0R22D_galosE0","خدمات جيدة للزبائن","4.0","2019-10-23 21:32:47","Neutral","ar","Topic 3"
"682","ChIJj0PnG9ZaoA0R22D_galosE0","","4.0","2024-05-18 15:17:44","Neutral","ht","Topic 0"
"683","ChIJ1SXhsSlboA0R75LsCSfXDYs","Worst service i ever seen !! No greeting, no smiles. I asked to close my account & the guy in charge refused to give me a confirmation of my request !!! How’s that even possible ?? Very rude staff… he didn’t even ask me wyh i want to close my account !! Other banks they always try to find out the reason wyh you want to close the account !! Amateur. I don’t advise anyone to go to this bank.","1.0","2021-07-07 13:15:15","Negative","en","Topic 3"
"684","ChIJ1SXhsSlboA0R75LsCSfXDYs","Very bad customer service I’ll call the bank all the time no one pick up the phone that’s very bad","1.0","2023-08-01 14:30:52","Negative","en","Topic 0"
"685","ChIJ1SXhsSlboA0R75LsCSfXDYs","service 0 wahd khtna f reception jpns katkhayl rassha katsde9 3la les clients pff","1.0","2024-10-31 15:49:56","Neutral","en","Topic 0"
"686","ChIJ1SXhsSlboA0R75LsCSfXDYs","Frankly, they do not respect customers. Working times are 45 minutes or more. I am waiting and the employee is not there. No one pays any attention to us!!!   Perhaps my complaint will not receive any attention. Thank you","1.0","2021-09-10 09:38:29","Negative","en","Topic 0"
"687","ChIJ1SXhsSlboA0R75LsCSfXDYs","Very disappointed with your services
Rabi yakhad fikoum lha9 from Brussels","1.0","2022-12-27 17:32:24","Negative","unknown","Topic 0"
"688","ChIJGWseQ7laoA0Rlkpr--xSAXQ","Manager always absent, they will direct you to use the app or call customer services they never actually help .
It is a useless agency if not fot the ATM machines.","1.0","2022-09-13 13:04:45","Negative","unknown","Topic 3"
"689","ChIJGWseQ7laoA0Rlkpr--xSAXQ","The worst service I ever seen, always the staff are out, a 5min service would take up to 2 hours just waiting.","1.0","2023-03-08 12:53:46","Negative","en","Topic 3"
"690","ChIJGWseQ7laoA0Rlkpr--xSAXQ","Service is poor, customer service is still not in the best interest and left customers over an hour waiting","1.0","2025-02-10 12:46:47","Negative","en","Topic 1"
"691","ChIJGWseQ7laoA0Rlkpr--xSAXQ","Bad experience, endless waiting, opening time announced at 8:30 a.m., staff arrives at 10 a.m.","1.0","2024-09-23 10:05:21","Negative","en","Topic 0"
"692","ChIJGWseQ7laoA0Rlkpr--xSAXQ","Agency unreachable, director non-existent on his mobile, staff still absent. To avoid I'm going to change banks it becomes exasperating even on their phone for digital problems no one responds during working hours. I can't reconnect to the application even if I forget my password. a nightmare this bank even though I have been there for over 15 years.","1.0","2023-08-05 12:58:53","Negative","en","Topic 2"
"693","ChIJmzhzTtBaoA0RIuTmqvIhf2o","The personnel is helpful","4.0","2023-01-09 14:46:47","Positive","en","Topic 1"
"694","ChIJmzhzTtBaoA0RIuTmqvIhf2o","Treat the customer with condescension","1.0","2023-05-29 09:12:45","Positive","en","Topic 1"
"695","ChIJmzhzTtBaoA0RIuTmqvIhf2o","It is an agency of the Attijariwafa banking chain.","4.0","2021-01-03 23:20:48","Neutral","en","Topic 1"
"696","ChIJmzhzTtBaoA0RIuTmqvIhf2o","Good reception","5.0","2023-09-04 13:11:57","Positive","en","Topic 0"
"697","ChIJmzhzTtBaoA0RIuTmqvIhf2o","","5.0","2023-12-10 14:54:16","Neutral","ht","Topic 0"
"698","ChIJU_bt6cxaoA0R8EGoC58DYJM","","1.0","2018-05-03 11:04:07","Neutral","ht","Topic 0"
"699","ChIJU_bt6cxaoA0R8EGoC58DYJM","","1.0","2023-09-27 13:57:29","Neutral","ht","Topic 0"
"700","ChIJU_bt6cxaoA0R8EGoC58DYJM","","2.0","2017-05-02 22:53:23","Neutral","ht","Topic 0"
"701","ChIJAbJTW_pEoA0RBEMmY2_6BxE","","5.0","2019-10-01 18:16:19","Neutral","ht","Topic 0"
"702","ChIJd8NHhwBFoA0RVgrI6d6SDU4","A substandard agency that must rehabilitate clients, give them lessons in education, how to deal with clients, and a sense of responsibility","1.0","2023-08-15 15:46:44","Neutral","en","Topic 1"
"703","ChIJd8NHhwBFoA0RVgrI6d6SDU4","Substandard agency, no treatment, no reception, no service","1.0","2023-11-16 11:11:08","Negative","en","Topic 1"
"704","ChIJd8NHhwBFoA0RVgrI6d6SDU4","Limited service, not very professional","3.0","2019-07-08 09:59:14","Negative","en","Topic 0"
"705","ChIJd8NHhwBFoA0RVgrI6d6SDU4","😃","4.0","2023-07-09 12:06:48","Neutral","ja","Topic 0"
"706","ChIJd8NHhwBFoA0RVgrI6d6SDU4","","4.0","2018-10-20 18:03:15","Neutral","ht","Topic 0"
"707","ChIJqTSF1NNboA0RC71Ddcxccs0","Poor service. Simple transaction needs manager approval who's not in the branch.","2.0","2024-06-07 04:46:11","Neutral","en","Topic 0"
"708","ChIJqTSF1NNboA0RC71Ddcxccs0","It’s a Moroccan bench
It's frankly shameful","1.0","2024-09-23 09:09:21","Negative","unknown","Topic 0"
"709","ChIJqTSF1NNboA0RC71Ddcxccs0","It does not fulfill all your requests, especially on Saturdays...the long wait reminds me of the days of Corona","2.0","2023-11-08 14:20:24","Negative","en","Topic 0"
"710","ChIJqTSF1NNboA0RC71Ddcxccs0","The service meets my banking expectations","4.0","2024-10-27 06:18:41","Neutral","en","Topic 1"
"711","ChIJqTSF1NNboA0RC71Ddcxccs0","","1.0","2024-09-09 16:07:05","Neutral","ht","Topic 0"
"712","ChIJI2ns2dhaoA0RQQHdclK-ZQQ","One of the worst bank agencies I have dealt with is degrading and unethical to say the least, even half a star you don't deserve.","1.0","2025-02-07 18:03:23","Negative","en","Topic 3"
"713","ChIJI2ns2dhaoA0RQQHdclK-ZQQ","This agency in particular, may God protect them from disgrace, mistreatment, lack of politeness, and provocation of customers in every sense of the word.
We walked in at two o'clock in the afternoon and he closed the door on us. He told us to ask us and there was half an hour left until closing. Is this reasonable?","1.0","2024-04-05 23:01:31","Negative","unknown","Topic 1"
"751","ChIJUXh1Z9dEoA0RP8Lp6DfvwSo","Is there a way to contact you by email? THANKS","1.0","2024-11-21 12:31:45","Positive","en","Topic 3"
"714","ChIJI2ns2dhaoA0RQQHdclK-ZQQ","The biggest scam is that this bank defrauded me of 1500 dirhams in order to give me the account. May God grant you the truth","1.0","2021-10-21 15:15:19","Positive","en","Topic 1"
"715","ChIJI2ns2dhaoA0RQQHdclK-ZQQ","Service nulle","1.0","2024-09-07 09:24:49","Neutral","en","Topic 0"
"716","ChIJI2ns2dhaoA0RQQHdclK-ZQQ","No service, no money","1.0","2024-04-03 03:51:08","Negative","en","Topic 1"
"717","ChIJl_IOkkZFoA0RFlaKjJBaWEM","I am an MRE, I went to get my bank card and it went really well!
Both the reception and the office were very professional and competent, nothing to add.

I will not hesitate to come back to look into other financial instruments.","5.0","2025-02-24 21:23:49","Positive","unknown","Topic 3"
"718","ChIJl_IOkkZFoA0RFlaKjJBaWEM","Good morning,

As an MRE, I formally advise you against this agency, I have never seen such incompetence and lack of seriousness with a bank in any country!","1.0","2021-08-31 12:21:28","Positive","unknown","Topic 3"
"719","ChIJl_IOkkZFoA0RFlaKjJBaWEM","Ila la7ditich rask dik web pay w payment by card kayfiw lik flous ana dawli ktar oen 1000dh 9tita3at without any justified reason 3yiit nhder m3ahom irdoli flous flkher sdoli account bla khbari w9tat3o 40dh dial sdan. Wakha machi ana li requesto... Service dial had the bank in general ma3jbniich","2.0","2022-03-24 11:14:07","Negative","en","Topic 0"
"720","ChIJl_IOkkZFoA0RFlaKjJBaWEM","Bank","2.0","2020-06-13 15:10:20","Neutral","en","Topic 2"
"721","ChIJl_IOkkZFoA0RFlaKjJBaWEM","","1.0","2024-02-26 14:00:32","Neutral","ht","Topic 0"
"722","ChIJdZ26GJxboA0RMuS_K-fR_Ig","Attijari wafa bank","3.0","2021-12-14 20:39:41","Neutral","en","Topic 2"
"723","ChIJdZ26GJxboA0RMuS_K-fR_Ig","","1.0","2024-10-02 15:15:30","Neutral","ht","Topic 0"
"724","ChIJdZ26GJxboA0RMuS_K-fR_Ig","","5.0","2023-12-17 19:22:34","Neutral","ht","Topic 0"
"725","ChIJdZ26GJxboA0RMuS_K-fR_Ig","","4.0","2021-12-15 15:19:54","Neutral","ht","Topic 0"
"726","ChIJkxAF_rNFoA0RFKJtEV1uBus","It is so small u can't find where to sit, plus the services are bad, and the reception it's so slow but good","3.0","2023-07-29 16:36:53","Positive","en","Topic 1"
"727","ChIJkxAF_rNFoA0RFKJtEV1uBus","Poorest staff, poor service.","1.0","2024-09-01 14:56:33","Negative","en","Topic 3"
"728","ChIJkxAF_rNFoA0RFKJtEV1uBus","the 2 counters are always either out of service or impossible to make a withdrawal.....","1.0","2025-03-05 22:05:42","Neutral","en","Topic 0"
"729","ChIJkxAF_rNFoA0RFKJtEV1uBus","I swear to God, I don't feel sorry for my livelihood, and the windows are not used for services that have nothing to do with banking transactions.","1.0","2025-02-17 14:44:34","Positive","en","Topic 3"
"730","ChIJkxAF_rNFoA0RFKJtEV1uBus","Substandard services. Most of the time there are no employees. You have to wait because the employee has gone for breakfast or lunch. The security guard is the one who manages the business with his dirty words. I do not recommend dealing with this branch.","1.0","2024-09-02 08:49:22","Negative","en","Topic 2"
"731","ChIJ_y8TRUNFoA0RrYj_am1RsSQ","There is no life for whomever you call, this is the bank, oh, people who go to lunch, oh, the system is a loser, and the dealings are below zero, so the customer came to ask them for a good deed. The age of the driver, when accueil, takes a pause and the system at all times in the pan. This is the time for clients","1.0","2023-07-24 14:22:06","Negative","en","Topic 1"
"732","ChIJ_y8TRUNFoA0RrYj_am1RsSQ","Unprofessional service and treatment, unfortunately","1.0","2023-11-07 15:31:08","Negative","en","Topic 1"
"733","ChIJ_y8TRUNFoA0RrYj_am1RsSQ","Bad treatment","1.0","2021-10-15 13:22:48","Negative","en","Topic 1"
"734","ChIJ_y8TRUNFoA0RrYj_am1RsSQ","2 مرات تعرضت للسرقة 400 درهم على مرتين  كيقولو لك ناقصة 200 درهم","1.0","2025-03-25 08:38:25","Neutral","ar","Topic 3"
